Region,Division,District,BEIS School ID,School Name,Street Address,Municipality,Legislative District,Barangay,Sector,Urban/Ru,Sacl hColaosls Sifuicbactliaosnsification,Modified Curricural Offering Classification
NCR,Quezon City,School District,VI406439,College of St. Catherine Quezon City,362 Quirino Highway,QUEZON CITY,6th District,SANGANDAAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI406440,Villagers Montessori College,18 Dalsol St.,QUEZON CITY,2nd District,SANGANDAAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI406448,"Goodwill Academy, Inc.","Blk. 8, Lot 12 Benevolence St. Goodwill homes 1 San Bartolome Nov. Q.C.",QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI406455,ODB Montessori School of Novaliches,Rainbow 1 Avenue Evangelista Compound San Bartolome Novalich,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI406457,Springfield School of Novaliches,797 Quirino Highway Gulod Novaliches,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI406458,St. John of Beverley School,749 Quirino Highway,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI406518,"Edlen Learning Institute, Inc.","119 Session Road Talanay B, Batasan Hills, Quezon City",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI408450,"PMSA Learning School, Inc.","438 Gen. Del Pilar St.,",QUEZON CITY,2nd District,BAGONG SILANGAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI408602,"Smart Kid Development Center, Inc.","33 Cotabato St., Luzviminda Village",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI408636,San Antonio De Padua Catholic School of Batasan Inc.,"Lots 1C and 1D, Blk. 11, San Mateo",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI408889,Children's Mission Philippines Hills of Grace Foundation Inc.,"Area 6, Sitio Veterans",QUEZON CITY,2nd District,BAGONG SILANGAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI409232,"Ijediyah Learning Center, Inc.",088 Katarungan Street,QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI409234,"Top Tots Academy, Inc.","68 Don Vicente Street, Filinvest II",QUEZON CITY,2nd District,BAGONG SILANGAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI409526,"Mighty Eagles Preparatory School, Inc.","177 St. Peter Street Brgy. Holy Spirit, Quezon City",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI409708,Hands That Care Academic Intervention Center Inc.,"Block 4 Lot 1 Moses Street, Filinvest 2",QUEZON CITY,2nd District,BAGONG SILANGAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482508,Acelina School Inc.,"23 Pantabangan St.Napocor Village, Tandang Sora, Quezon City",QUEZON CITY,6th District,TANDANG SORA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI482509,Carmel Child Development & Learning Center,#6 Jose Street Carmel 3 Subdivision Tandang Sora,QUEZON CITY,6th District,TANDANG SORA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482534,"Coronado's School of Quezon City, Inc",23 Villa Corrina Subd,QUEZON CITY,6th District,PASONG TAMO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI482546,"St. Mark's Integrated School, Inc.","3 Gloria II Subdivision, Tandang Sora Avenue",QUEZON CITY,2nd District,TANDANG SORA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482573,Pax Christi Learning Castor of Quezon City,#194 Everlasting St; Pingkian Vill.Q.C,QUEZON CITY,6th District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482595,Jeshua Kinderland Christian Academy,"#9 Hasmin St., Area 8 Veterans Vill.",QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482598,Maria Montessori School of Quezon City,116 Visayas Ave,QUEZON CITY,2nd District,CULIAT,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VI482599,"Karis Christian Academy Foundation, Inc.","Lot 9 Block 3, Sitio Mendez",QUEZON CITY,2nd District,BAESA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482604,"Greencrest Learning Center, Inc.","4A Garcia St., Dona Faustina Subd., San Bartolome, Novaliche",QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482653,"JCWOLIM Christian School, Inc.",321 E Tandang Sora Avenue,QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482662,Divine Mercy Learning Centre,54 V- Luzon Ext.,QUEZON CITY,6th District,SANGANDAAN,Private,Urban,Sectarian,Purely ES
NCR,Quezon City,School District,VI482679,Cordis Mariae School: A Subsidiary Cooperative of Mabuting Pastol Multi-Pur,"oMsPeM CoCo Bpueilrdaitnivge, MRB Compound, Pilot Area Drive, NGCHP",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482694,"J-Priam School, Inc.",19 Saint Joseph st.,QUEZON CITY,2nd District,SANGANDAAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482729,"The Lord of Excellence Christian School, Inc.","3 Army Street, Area 5 Veterans Village",QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482746,"Torch to the Nations International School, Inc.","Mapayapa 3, Sampaguita St.",QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482760,"Asia School of Arts and Sciences, Inc.","Jorjo Bldg., 433 T- Sora Ave.",QUEZON CITY,6th District,CULIAT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482772,Gospel Christian School Inc. (GCSI),Lot17 Blk.7 Area 9-A Luzon Ave,QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482774,St. Matthew de Asis School,#60 Engineering st project 8 Q.C,QUEZON CITY,2nd District,SANGANDAAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482802,Quezon City Christ is Lord Academy,arlenedumlao69@yahoo.com,QUEZON CITY,2nd District,CULIAT,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482804,"Lifegiver Educational Center, Inc.",33 Rose St.,QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482814,Mary & Child Academy of Sauyo Inc.,10 Old Cabuyao,QUEZON CITY,2nd District,SAUYO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482816,Little Lamb Child Care & Dev't. Center,"St. Martin St., Reymar Subd.",QUEZON CITY,2nd District,TANDANG SORA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482817,St. Augustine International School,"Maximina St. Villa Arca Subd.,",QUEZON CITY,6th District,BAESA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482819,"St. Martin Bright Kids School, Inc.","45 Creekside Drive, Real Village",QUEZON CITY,2nd District,TANDANG SORA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482822,"Little King of Kings Learning Center of Novaliches, Inc.","11 Magsaysay Avenue, Novaliches",QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482823,St. Jude Academy,"28 Aurora St, Area V. Vet. Vill",QUEZON CITY,2nd District,PASONG TAMO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482894,Our Lady of Peñafrancia Academy,# 1654 Martan St.,QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482896,Golden Rock  Preparatory School,"Mango St.,",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482901,"Inventor Nurturer Academy, Inc.",De Gloria Extension,QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482907,Common-Wealth Academy,1412 Adarna Street,QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482917,"Commonwealth Seventh-Day Adventist Preparatory School, Inc",38 Constitution Road,QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482921,"CLF New Life Christian School, Inc.",490 Blk. 5 Gravel Pit,QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482924,The Child of St. Anne Learning Center,"6-A Road, Area VI, Veterans Village",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482925,N.S Montessori Center,"Salazar St., B.F Homes",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482936,"Victoria Preparatory School, Inc.",596 A. Bonifacio Street,QUEZON CITY,2nd District,BAGONG SILANGAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482955,"Prince Nikki School, Inc.","# 2718 Pinagkaisa St,",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VI482960,"Peter and Paul Institute of Quezon City, Inc","#72 Sto Domingo St.,",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482966,"Holy Trinity Academy of Commonwealth Quezon City, Inc","B1 Unit 5,Martinez St.",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482972,Aim High Learning School,"B11 L39, Sugartown Subdivision",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482977,"Vancouver Hill Preschool, Inc","33 Mt. Vancouver Street, Filinvest I, Capitol District",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482982,"Estar Castle Integrated School, Inc.","L817, A. Ecols St. Don Fabian",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482983,"Don Morriss Excellent School, Inc.","1750 B Martan St.,",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VI482994,"Benz-on School, Inc.","145Q- Battalion St., Batasan Hills",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII136544,Holy Spirit ES,"Artillery Road, Garcia Heights",QUEZON CITY,2nd District,HOLY SPIRIT,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136545,Lupang Pangako ES,"Phase 1, Ubran Poor, Payatas B, Quezon City,",QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136546,Manuel L. Quezon ES,"MRB Compound, Pilot Area, Comm. Q.C.",QUEZON CITY,2nd District,COMMONWEALTH,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136547,Melencio M. Castelo ES,"-Ilang-Ilang, Payatas A",QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136548,Payatas B ES,Narra St.,QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136549,Payatas B Annex ES,"# 5 Roberto St., Group 13, Area B",QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII136550,Payatas C ES,Madjaas St. Group II Payats,QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VII305615,Justice Cecilia Muñoz Palma Senior High School,"Paseo del Carmen, Amlac Ville, Payatas B",QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,Purely SHS
NCR,Quezon City,School District,VII406442,Grace Christian College,"Sto. Domingo St., Grace Village, QC",QUEZON CITY,2nd District,APOLONIO SAMSON,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VII406650,"Child's Kingdom of Learning in Q.C., Inc.","38 Roque Compound, NPC Village",QUEZON CITY,6th District,PASONG TAMO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII408501,Joyful Children's Learning School of Quezon City Inc.,"1409 Adarna Street, Unit V",QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII408615,St. Vincent School of Quezon City,"118 V. Luna Extension,",QUEZON CITY,4th District,SIKATUNA VILLAGE,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII409065,"Victoria School of Payatas, Inc.","101 San Juan Bautista Street, Payatas A",QUEZON CITY,2nd District,PAYATAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII409267,"St. Carmen Salles School, Inc","57 V.S. Encarnacion St., B.F. Homes Subd.,",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Sectarian,Purely ES
NCR,Quezon City,School District,VII409709,Living Streams School of Martan Inc.,626 B. Martan Street,QUEZON CITY,2nd District,COMMONWEALTH,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII409729,"De Paul Payatas Day Care Center, Inc.",Lupang Pangako Phase I,QUEZON CITY,2nd District,PAYATAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482681,"Creative Institute of Science, Arts and Technology (CISAT), Inc.",30 Sta Catalina St Brgy Holy Spirit,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VII482736,"Lord Jesus Our Redeemer Christian Academy, Inc.",380 Quirino,QUEZON CITY,2nd District,SANGANDAAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482761,"Childs Future Guided Academe, Inc.",25 Benefits,QUEZON CITY,6th District,SANGANDAAN,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VII482898,"Zionofpraise Academy, Inc.",# 44 Saint Catherine St.,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482899,"Perez Kids Academy of Quezon City, Inc.",# 30 USAFFE Road,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482922,"Jals Preparatory School, Inc.",#22 St. Anthony Street,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482926,J and J Learning Center Inc.,"St. Michael Compound, BF Road",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482940,"Hoscomco Academy, Inc.","B6 L20 Faustino Street, Isidora Hills, Diliman",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VII482953,"Ilang-Ilang Education Institute of Payatas, Inc.","51 Ilang-ilang corner Santos Street, Payatas A",QUEZON CITY,2nd District,PAYATAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VII482976,"Charis Central Academy, Inc.",5 Doña Isidora Street,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VII482984,"Affordable Private Education Center, Inc. (APEC Schools)-Doña Juana Br.","4th St. San Simon corner St. Peter Streets, Doña Juana Subdivision",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely JHS
NCR,Quezon City,School District,VII482988,"Jelaine Academy of Quezon City, Inc.","009 San Lorenzo Ruiz Street, Payatas A",QUEZON CITY,2nd District,PAYATAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII136552,Bagumbayan ES,"69 San Roque St., Brgy. Bagumbayan, District III, Quezon Cit",QUEZON CITY,3rd District,BAGUMBAYAN,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VIII136553,Balara ES,H. Ventura St.,QUEZON CITY,3rd District,PANSOL,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VIII136554,Libis ES,B.Serrano,QUEZON CITY,3rd District,LIBIS,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VIII136555,Old Balara Elementary School,"Laura st, Matandang Balara QC",QUEZON CITY,3rd District,MATANDANG BALARA,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,VIII305341,San Bartolome HS,"67 Sinforosa Street, Novaliches",QUEZON CITY,5th District,SAN BARTOLOME,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,VIII305344,Sauyo HS,2nd Laguna St.,QUEZON CITY,6th District,SAUYO,Public,Urban,DepED Managed,Purely JHS
NCR,Quezon City,School District,VIII305743,Emilio Jacinto National High School,Pingkian Road,QUEZON CITY,6th District,PASONG TAMO,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,VIII406444,Blessed Sacrament Catholic School,"J.P. Ramoy St. Talipapa, Novaliches, Q.C.",QUEZON CITY,6th District,TALIPAPA,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII406445,St. Faustina School of Quezon City,"2 Villa Sabina Subd., Talipapa,Novaliches",QUEZON CITY,2nd District,TALIPAPA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII406446,"Colegio de San Bartolome de Novaliches, Inc.","Quirino Highway corner P. Dela Cruz Street, Novaliches",QUEZON CITY,5th District,SAN BARTOLOME,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII406449,Grace Hope Learning School Foundation,17 Kappa St. R.T. Gonzales Village,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII406450,Kings Montessori School,"48 King Ferdinand St., Kingspoint Subdivision, Bagbag, Noval",QUEZON CITY,2nd District,BAGBAG,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII406451,"Little Shepherd Child Development Center,",B.6 L 30-31 st James st. San Pedro Subd. 7 San Bartolome Nov,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII406452,Marian School of Quezon City,199 Sauyo Road,QUEZON CITY,2nd District,SAUYO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII406454,Nativity School of Novaliches,"49 Sampaguita St., DRJ Vill",QUEZON CITY,2nd District,SAUYO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII406456,Richland Montessori School,"L5B5 Richland Subd. Sauyo Rd. Bagbag, Novaliches, Quezon City",QUEZON CITY,2nd District,BAGBAG,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII406459,Super Child Academy,659 Quirino,QUEZON CITY,5th District,BAGBAG,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII406473,Diliman Preparatory School - Annex,"1 Don Raymundo St. San Agustin Village, Novaliches, QC",QUEZON CITY,2nd District,TALIPAPA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII406558,Olive Grove School,"52 Sampaguita, San Pedro IX Subd. Bagbag Novaliches, Q.C.",QUEZON CITY,2nd District,BAGBAG,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII407719,Cambridge Children's Learning and Development Inc.,"10 Orestes Lane Mariposa St., Cubao",QUEZON CITY,4th District,BAGONG LIPUNAN NG CRAME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII407737,Cambridge Children's Learning and Development Inc.,"Unit 12-216 2F Industria Mall, Circulo Verde, Calle Industria",QUEZON CITY,3rd District,BAGUMBAYAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII407772,AIM School for Excellence Inc.,"Block 5 Lot 40 St. James Street, San Pedro Subdivision 7",QUEZON CITY,5th District,SAN BARTOLOME,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII408551,"Petite Graine Pre-School, Inc.","Eastwood Le Grand 3, Units 14-18, Ground Floor, Eastwood City",QUEZON CITY,3rd District,BAGUMBAYAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII409271,"Maria Lena Buhay Memorial Foundation, Inc.",25 Starline Road,QUEZON CITY,3rd District,BLUE RIDGE B,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII410242,"Thames International School, Inc.",27 Calle Industria,QUEZON CITY,3rd District,BAGUMBAYAN,Private,Urban,Non-Sectarian,Purely SHS
NCR,Quezon City,School District,VIII482569,Resurrection Catholic School,Pagkabuhay Road,QUEZON CITY,2nd District,BAGBAG,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482601,"SBMS ACADEMY, INCORPORATED",168 Dela Cruz St.,QUEZON CITY,5th District,SAN BARTOLOME,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII482603,Jerusalem Christisan Academy,Blk.44 Kindness St. Goodwill Homes 1,QUEZON CITY,2nd District,SAN BARTOLOME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482684,"Immaculate Concepcion  Knowledge School (ICKS) of Quezon City, Inc.","19 Talisay Street, Feria Road",QUEZON CITY,3rd District,MATANDANG BALARA,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII482705,"Britesparks International School, Inc.",15 Metropoli Drive,QUEZON CITY,3rd District,LIBIS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII482742,"Angelique Devine Grace School of Quezon City, Inc.","38 Sta. Veronica Street, Novaliches",QUEZON CITY,5th District,GULOD,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482747,"Holy Child Academy, Inc","21 King Ferdinand St., cor. Katipunan Ave., Kingspoint Subdivision",QUEZON CITY,2nd District,BAGBAG,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII482792,Saint Nicholas of Bari School,Franco Comp.Holy Cross Road San Bartolome,QUEZON CITY,5th District,SAN BARTOLOME,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482808,"Immanuel Hope Christian Academy, Inc.",21 Pipit,QUEZON CITY,2nd District,TALIPAPA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482818,"Paisley Garden Academe of Q.C., Inc.","81 Pantabangan Street, NIA Village",QUEZON CITY,2nd District,SAUYO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482927,Philippine Montessori Center,"27 Queensville St., Whiteplains",QUEZON CITY,3rd District,WHITE PLAINS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482928,"Blessed Kiddie Educational Center of Quezon City, Inc.","Airforce Road, Veterans Village",QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,VIII482939,"Mater Christi School, Inc",68 Esteban Abada Street,QUEZON CITY,3rd District,LOYOLA HEIGHTS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII482951,Christian City Academy,381 Boni Serrano Rd.,QUEZON CITY,3rd District,BLUE RIDGE B,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,VIII482956,"Eclaro Academy, Inc","7 Zuzuarregui Street, Commonwealth Avenue",QUEZON CITY,3rd District,MATANDANG BALARA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII482974,Mary the Queen College of Science and Technology Inc.,"Road 44 Commonwealth Ave.,",QUEZON CITY,3rd District,MATANDANG BALARA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,VIII482975,"Universal Evangelical Christian School (UECS), Inc.","No.  5 Talisay St., Feria Rd., Old Balara, Diliman, Quezon City",QUEZON CITY,3rd District,MATANDANG BALARA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,IX136557,Cubao ES,"-Aurora Blvd., Cubao",QUEZON CITY,3rd District,E. RODRIGUEZ,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,IX136558,"Eulogio Rodriguez, Sr. ES","Ermin Garcia St. Cubao, Q.C.",QUEZON CITY,3rd District,E. RODRIGUEZ,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,IX136559,Quirino ES,"Anonas St. Proj.2, Q.C.",QUEZON CITY,3rd District,QUIRINO 2-B,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,IX305340,Novaliches HS,Lakandula,QUEZON CITY,5th District,SAN AGUSTIN,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,IX305342,Sta. Lucia HS,"J.P. Rizal Street, Novaliches",QUEZON CITY,5th District,SANTA LUCIA,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,IX319504,Dona Rosario HS,P. Urduja Street,QUEZON CITY,5th District,NOVALICHES PROPER,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,IX406462,Grace Montessori School of Novaliches,"15N. Abelardo St., Doña Rosario Subd. Novaliches, QuezonCity",QUEZON CITY,2nd District,NOVALICHES PROPER,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,IX406463,Holy Child Academy- Main,10 London Drive,QUEZON CITY,2nd District,GULOD,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,IX406467,Maranatha Christian Academy of Novaliches,316 Geronimo Street,QUEZON CITY,2nd District,SANTA MONICA,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,IX406472,Sto. Nino de Novaliches School,Buenamar Street,QUEZON CITY,5th District,NOVALICHES PROPER,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
